Label,Value,Timestamp
Berries,43,1714635058
Clay,0,1714635058
Eggs,0,1714635058
Firewood,1494,1714635058
Hides,0,1714635058
Iron Ore,158,1714635058
Leather,77,1714635058
Meat,0,1714635058
Planks,256,1714635058
Regional Wealth,1024,1714635058
Roof Tiles,50,1714635058
Stone,757,1714635058
Timber,33,1714635058
Vegetables,114,1714635058
Ale,0,1714635059
Approval,81,1714635059
Berries,43,1714635059
Clay,0,1714635059
Eggs,0,1714635059
Firewood,1493,1714635059
Hides,0,1714635059
Iron Ore,158,1714635059
Leather,77,1714635059
Meat,0,1714635059
Planks,256,1714635059
Regional Wealth,1024,1714635059
Roof Tiles,50,1714635059
Stone,757,1714635059
Timber,33,1714635059
Vegetables,114,1714635059
Ale,0,1714635060
Approval,81,1714635060
Berries,43,1714635060
Clay,0,1714635060
Eggs,0,1714635060
Firewood,1494,1714635060
Hides,0,1714635060
Iron Ore,158,1714635060
Leather,77,1714635060
Meat,0,1714635060
Planks,256,1714635060
Regional Wealth,1023,1714635060
Roof Tiles,50,1714635060
Stone,757,1714635060
Timber,33,1714635060
Vegetables,114,1714635060
Ale,0,1714635061
Approval,81,1714635061
Berries,43,1714635061
Clay,0,1714635061
Eggs,0,1714635061
Firewood,1494,1714635061
Hides,0,1714635061
Iron Ore,158,1714635061
Leather,77,1714635061
Meat,0,1714635061
Planks,256,1714635061
Regional Wealth,1023,1714635061
Roof Tiles,50,1714635061
Stone,757,1714635061
Timber,33,1714635061
Vegetables,114,1714635061
Ale,0,1714635062
Approval,81,1714635062
Berries,43,1714635062
Clay,0,1714635062
Eggs,0,1714635062
Firewood,1494,1714635062
Hides,0,1714635062
Iron Ore,158,1714635062
Leather,77,1714635062
Meat,0,1714635062
Planks,256,1714635062
Regional Wealth,1023,1714635062
Roof Tiles,50,1714635062
Stone,757,1714635062
Timber,33,1714635062
Vegetables,114,1714635062
Ale,0,1714635063
Approval,81,1714635063
Berries,43,1714635063
Clay,0,1714635063
Eggs,0,1714635063
Firewood,1495,1714635063
Hides,0,1714635063
Iron Ore,158,1714635063
Leather,77,1714635063
Meat,0,1714635063
Planks,256,1714635063
Regional Wealth,1023,1714635063
Roof Tiles,50,1714635063
Stone,757,1714635063
Timber,33,1714635063
Vegetables,113,1714635063
Ale,0,1714635064
Approval,81,1714635064
Berries,43,1714635064
Clay,0,1714635064
Eggs,0,1714635064
Firewood,1496,1714635064
Hides,0,1714635064
Iron Ore,158,1714635064
Leather,77,1714635064
Meat,0,1714635064
Planks,256,1714635064
Regional Wealth,1023,1714635064
Roof Tiles,50,1714635064
Stone,757,1714635064
Timber,33,1714635064
Vegetables,112,1714635064
Ale,0,1714635065
Approval,81,1714635065
Berries,43,1714635065
Clay,0,1714635065
Eggs,0,1714635065
Firewood,1496,1714635065
Hides,0,1714635065
Iron Ore,158,1714635065
Leather,77,1714635065
Meat,0,1714635065
Planks,256,1714635065
Regional Wealth,1023,1714635065
Roof Tiles,50,1714635065
Stone,757,1714635065
Timber,33,1714635065
Vegetables,112,1714635065
Ale,0,1714635066
Approval,81,1714635066
Berries,43,1714635066
Clay,0,1714635066
Eggs,0,1714635066
Firewood,1496,1714635066
Hides,0,1714635066
Iron Ore,158,1714635066
Leather,77,1714635066
Meat,0,1714635066
Planks,256,1714635066
Regional Wealth,1023,1714635066
Roof Tiles,50,1714635066
Stone,757,1714635066
Timber,33,1714635066
Vegetables,112,1714635066
Ale,0,1714635067
Approval,82,1714635067
Berries,43,1714635067
Clay,0,1714635067
Eggs,0,1714635067
Firewood,1496,1714635067
Hides,0,1714635067
Iron Ore,158,1714635067
Leather,77,1714635067
Meat,0,1714635067
Planks,256,1714635067
Regional Wealth,1023,1714635067
Roof Tiles,50,1714635067
Stone,757,1714635067
Timber,33,1714635067
Vegetables,112,1714635067
Ale,0,1714635068
Approval,82,1714635068
Berries,43,1714635068
Clay,0,1714635068
Eggs,1,1714635068
Firewood,1497,1714635068
Hides,1,1714635068
Iron Ore,158,1714635068
Leather,77,1714635068
Meat,0,1714635068
Planks,256,1714635068
Regional Wealth,1023,1714635068
Roof Tiles,50,1714635068
Stone,757,1714635068
Timber,33,1714635068
Vegetables,112,1714635068
Ale,0,1714635069
Approval,82,1714635069
Berries,43,1714635069
Clay,0,1714635069
Eggs,1,1714635069
Firewood,1498,1714635069
Hides,1,1714635069
Iron Ore,158,1714635069
Leather,77,1714635069
Meat,0,1714635069
Planks,256,1714635069
Regional Wealth,1023,1714635069
Roof Tiles,50,1714635069
Stone,757,1714635069
Timber,33,1714635069
Vegetables,112,1714635069
Ale,0,1714635070
Approval,84,1714635070
Berries,43,1714635070
Clay,0,1714635070
Eggs,1,1714635070
Firewood,1499,1714635070
Hides,1,1714635070
Iron Ore,158,1714635070
Leather,77,1714635070
Meat,0,1714635070
Planks,256,1714635070
Regional Wealth,1023,1714635070
Roof Tiles,50,1714635070
Stone,757,1714635070
Timber,33,1714635070
Vegetables,112,1714635070
Ale,0,1714635071
Approval,84,1714635071
Berries,43,1714635071
Clay,0,1714635071
Eggs,1,1714635071
Firewood,1498,1714635071
Hides,0,1714635071
Iron Ore,158,1714635071
Leather,77,1714635071
Meat,0,1714635071
Planks,256,1714635071
Regional Wealth,1023,1714635071
Roof Tiles,50,1714635071
Stone,757,1714635071
Timber,33,1714635071
Vegetables,111,1714635071
Ale,0,1714635072
Approval,84,1714635072
Berries,43,1714635072
Clay,0,1714635072
Eggs,1,1714635072
Firewood,1499,1714635072
Hides,0,1714635072
Iron Ore,158,1714635072
Leather,77,1714635072
Meat,0,1714635072
Planks,256,1714635072
Regional Wealth,1023,1714635072
Roof Tiles,50,1714635072
Stone,757,1714635072
Timber,33,1714635072
Vegetables,111,1714635072
Ale,0,1714635073
Approval,84,1714635073
Berries,43,1714635073
Clay,0,1714635073
Eggs,1,1714635073
Firewood,1499,1714635073
Hides,0,1714635073
Iron Ore,158,1714635073
Leather,77,1714635073
Meat,0,1714635073
Planks,256,1714635073
Regional Wealth,1022,1714635073
Roof Tiles,50,1714635073
Stone,757,1714635073
Timber,33,1714635073
Vegetables,111,1714635073
Ale,0,1714635074
Approval,84,1714635074
Berries,43,1714635074
Clay,0,1714635074
Eggs,1,1714635074
Firewood,1499,1714635074
Hides,0,1714635074
Iron Ore,158,1714635074
Leather,77,1714635074
Meat,0,1714635074
Planks,256,1714635074
Regional Wealth,1022,1714635074
Roof Tiles,50,1714635074
Stone,757,1714635074
Timber,33,1714635074
Vegetables,111,1714635074
Ale,0,1714635075
Approval,84,1714635075
Berries,43,1714635075
Clay,0,1714635075
Eggs,1,1714635075
Firewood,1499,1714635075
Hides,0,1714635075
Iron Ore,158,1714635075
Leather,77,1714635075
Meat,0,1714635075
Planks,256,1714635075
Regional Wealth,1022,1714635075
Roof Tiles,50,1714635075
Stone,757,1714635075
Timber,33,1714635075
Vegetables,111,1714635075
Ale,0,1714635076
Approval,84,1714635076
Berries,43,1714635076
Clay,0,1714635076
Eggs,1,1714635076
Firewood,1499,1714635076
Hides,0,1714635076
Iron Ore,158,1714635076
Leather,77,1714635076
Meat,0,1714635076
Planks,256,1714635076
Regional Wealth,1022,1714635076
Roof Tiles,50,1714635076
Stone,757,1714635076
Timber,33,1714635076
Vegetables,111,1714635076
Ale,0,1714635213
Approval,77,1714635213
Berries,43,1714635213
Clay,0,1714635213
Eggs,0,1714635213
Firewood,1556,1714635213
Hides,0,1714635213
Iron Ore,158,1714635213
Leather,79,1714635213
Meat,0,1714635213
Planks,256,1714635213
Regional Wealth,1022,1714635213
Roof Tiles,50,1714635213
Stone,757,1714635213
Timber,33,1714635213
Vegetables,109,1714635213
Ale,0,1714635214
Approval,77,1714635214
Berries,43,1714635214
Clay,0,1714635214
Eggs,0,1714635214
Firewood,1556,1714635214
Hides,0,1714635214
Iron Ore,158,1714635214
Leather,79,1714635214
Meat,0,1714635214
Planks,256,1714635214
Regional Wealth,1022,1714635214
Roof Tiles,50,1714635214
Stone,757,1714635214
Timber,33,1714635214
Vegetables,109,1714635214
Ale,0,1714635215
Approval,77,1714635215
Berries,43,1714635215
Clay,0,1714635215
Eggs,0,1714635215
Firewood,1556,1714635215
Hides,0,1714635215
Iron Ore,158,1714635215
Leather,79,1714635215
Meat,0,1714635215
Planks,256,1714635215
Regional Wealth,1022,1714635215
Roof Tiles,50,1714635215
Stone,757,1714635215
Timber,33,1714635215
Vegetables,109,1714635215
Ale,0,1714635216
Approval,77,1714635216
Berries,43,1714635216
Clay,0,1714635216
Eggs,0,1714635216
Firewood,1558,1714635216
Hides,0,1714635216
Iron Ore,158,1714635216
Leather,79,1714635216
Meat,0,1714635216
Planks,256,1714635216
Regional Wealth,1021,1714635216
Roof Tiles,50,1714635216
Stone,757,1714635216
Timber,33,1714635216
Vegetables,109,1714635216
Ale,0,1714635217
Approval,77,1714635217
Berries,43,1714635217
Clay,0,1714635217
Eggs,0,1714635217
Firewood,1558,1714635217
Hides,0,1714635217
Iron Ore,158,1714635217
Leather,79,1714635217
Meat,0,1714635217
Planks,256,1714635217
Regional Wealth,1021,1714635217
Roof Tiles,50,1714635217
Stone,757,1714635217
Timber,33,1714635217
Vegetables,109,1714635217
Ale,0,1714635218
Approval,77,1714635218
Berries,43,1714635218
Clay,0,1714635218
Eggs,0,1714635218
Firewood,1558,1714635218
Hides,0,1714635218
Iron Ore,158,1714635218
Leather,79,1714635218
Meat,0,1714635218
Planks,256,1714635218
Regional Wealth,1021,1714635218
Roof Tiles,50,1714635218
Stone,757,1714635218
Timber,33,1714635218
Vegetables,109,1714635218
Ale,0,1714635219
Approval,77,1714635219
Berries,43,1714635219
Clay,0,1714635219
Eggs,0,1714635219
Firewood,1558,1714635219
Hides,0,1714635219
Iron Ore,158,1714635219
Leather,79,1714635219
Meat,0,1714635219
Planks,256,1714635219
Regional Wealth,1021,1714635219
Roof Tiles,50,1714635219
Stone,757,1714635219
Timber,33,1714635219
Vegetables,109,1714635219
Ale,0,1714635220
Approval,77,1714635220
Berries,43,1714635220
Clay,0,1714635220
Eggs,0,1714635220
Firewood,1559,1714635220
Hides,0,1714635220
Iron Ore,158,1714635220
Leather,79,1714635220
Meat,0,1714635220
Planks,256,1714635220
Regional Wealth,1021,1714635220
Roof Tiles,50,1714635220
Stone,757,1714635220
Timber,33,1714635220
Vegetables,109,1714635220
Ale,0,1714635221
Approval,77,1714635221
Berries,43,1714635221
Clay,0,1714635221
Eggs,0,1714635221
Firewood,1560,1714635221
Hides,0,1714635221
Iron Ore,158,1714635221
Leather,79,1714635221
Meat,0,1714635221
Planks,256,1714635221
Regional Wealth,1021,1714635221
Roof Tiles,50,1714635221
Stone,757,1714635221
Timber,33,1714635221
Vegetables,109,1714635221
Ale,0,1714635222
Approval,77,1714635222
Berries,43,1714635222
Clay,0,1714635222
Eggs,0,1714635222
Firewood,1560,1714635222
Hides,0,1714635222
Iron Ore,158,1714635222
Leather,79,1714635222
Meat,0,1714635222
Planks,256,1714635222
Regional Wealth,1021,1714635222
Roof Tiles,50,1714635222
Stone,757,1714635222
Timber,33,1714635222
Vegetables,109,1714635222
Ale,0,1714635223
Approval,77,1714635223
Berries,43,1714635223
Clay,0,1714635223
Eggs,0,1714635223
Firewood,1561,1714635223
Hides,0,1714635223
Iron Ore,158,1714635223
Leather,79,1714635223
Meat,0,1714635223
Planks,256,1714635223
Regional Wealth,1020,1714635223
Roof Tiles,50,1714635223
Stone,757,1714635223
Timber,33,1714635223
Vegetables,109,1714635223
Ale,0,1714635224
Approval,77,1714635224
Berries,43,1714635224
Clay,0,1714635224
Eggs,0,1714635224
Firewood,1560,1714635224
Hides,0,1714635224
Iron Ore,158,1714635224
Leather,79,1714635224
Meat,0,1714635224
Planks,256,1714635224
Regional Wealth,1020,1714635224
Roof Tiles,50,1714635224
Stone,757,1714635224
Timber,33,1714635224
Vegetables,109,1714635224
Ale,0,1714635225
Approval,77,1714635225
Berries,43,1714635225
Clay,0,1714635225
Eggs,0,1714635225
Firewood,1561,1714635225
Hides,0,1714635225
Iron Ore,158,1714635225
Leather,79,1714635225
Meat,0,1714635225
Planks,256,1714635225
Regional Wealth,1020,1714635225
Roof Tiles,50,1714635225
Stone,757,1714635225
Timber,33,1714635225
Vegetables,110,1714635225
Ale,0,1714640703
Approval,79,1714640703
Berries,43,1714640703
Clay,0,1714640703
Eggs,0,1714640703
Firewood,1575,1714640703
Hides,0,1714640703
Iron Ore,158,1714640703
Leather,79,1714640703
Meat,0,1714640703
Planks,256,1714640703
Regional Wealth,1019,1714640703
Roof Tiles,50,1714640703
Stone,757,1714640703
Timber,33,1714640703
Vegetables,113,1714640703
Ale,0,1714640708
Approval,79,1714640708
Berries,43,1714640708
Clay,0,1714640708
Eggs,0,1714640708
Firewood,1575,1714640708
Hides,0,1714640708
Iron Ore,158,1714640708
Leather,79,1714640708
Meat,0,1714640708
Planks,256,1714640708
Regional Wealth,1019,1714640708
Roof Tiles,50,1714640708
Stone,757,1714640708
Timber,33,1714640708
Vegetables,113,1714640708
Ale,0,1714640713
Approval,79,1714640713
Berries,43,1714640713
Clay,0,1714640713
Eggs,0,1714640713
Firewood,1576,1714640713
Hides,0,1714640713
Iron Ore,158,1714640713
Leather,79,1714640713
Meat,0,1714640713
Planks,256,1714640713
Regional Wealth,1019,1714640713
Roof Tiles,50,1714640713
Stone,757,1714640713
Timber,33,1714640713
Vegetables,113,1714640713
Ale,0,1714640718
Approval,79,1714640718
Berries,43,1714640718
Clay,0,1714640718
Eggs,0,1714640718
Firewood,1577,1714640718
Hides,0,1714640718
Iron Ore,158,1714640718
Leather,79,1714640718
Meat,0,1714640718
Planks,256,1714640718
Regional Wealth,1019,1714640718
Roof Tiles,50,1714640718
Stone,757,1714640718
Timber,33,1714640718
Vegetables,113,1714640718
Ale,0,1714640723
Approval,79,1714640723
Berries,43,1714640723
Clay,0,1714640723
Eggs,0,1714640723
Firewood,1578,1714640723
Hides,0,1714640723
Iron Ore,158,1714640723
Leather,79,1714640723
Meat,0,1714640723
Planks,256,1714640723
Regional Wealth,1019,1714640723
Roof Tiles,50,1714640723
Stone,757,1714640723
Timber,33,1714640723
Vegetables,113,1714640723
Ale,0,1714640728
Approval,79,1714640728
Berries,43,1714640728
Clay,0,1714640728
Eggs,0,1714640728
Firewood,1578,1714640728
Hides,0,1714640728
Iron Ore,158,1714640728
Leather,79,1714640728
Meat,0,1714640728
Planks,256,1714640728
Regional Wealth,1019,1714640728
Roof Tiles,50,1714640728
Stone,757,1714640728
Timber,33,1714640728
Vegetables,113,1714640728
Ale,0,1714640733
Approval,79,1714640733
Berries,43,1714640733
Clay,0,1714640733
Eggs,0,1714640733
Firewood,1578,1714640733
Hides,0,1714640733
Iron Ore,158,1714640733
Leather,79,1714640733
Meat,0,1714640733
Planks,256,1714640733
Regional Wealth,1019,1714640733
Roof Tiles,50,1714640733
Stone,757,1714640733
Timber,33,1714640733
Vegetables,113,1714640733
Ale,0,1714640738
Approval,79,1714640738
Berries,43,1714640738
Clay,0,1714640738
Eggs,0,1714640738
Firewood,1578,1714640738
Hides,0,1714640738
Iron Ore,158,1714640738
Leather,79,1714640738
Meat,0,1714640738
Planks,256,1714640738
Regional Wealth,1019,1714640738
Roof Tiles,50,1714640738
Stone,757,1714640738
Timber,33,1714640738
Vegetables,113,1714640738
Ale,0,1714640743
Approval,79,1714640743
Berries,43,1714640743
Clay,0,1714640743
Eggs,0,1714640743
Firewood,1578,1714640743
Hides,0,1714640743
Iron Ore,158,1714640743
Leather,79,1714640743
Meat,0,1714640743
Planks,256,1714640743
Regional Wealth,1019,1714640743
Roof Tiles,50,1714640743
Stone,757,1714640743
Timber,33,1714640743
Vegetables,113,1714640743
Ale,0,1714640748
Approval,79,1714640748
Berries,43,1714640748
Clay,0,1714640748
Eggs,0,1714640748
Firewood,1578,1714640748
Hides,0,1714640748
Iron Ore,158,1714640748
Leather,79,1714640748
Meat,0,1714640748
Planks,256,1714640748
Regional Wealth,1019,1714640748
Roof Tiles,50,1714640748
Stone,757,1714640748
Timber,33,1714640748
Vegetables,113,1714640748
Ale,0,1714640753
Approval,79,1714640753
Berries,43,1714640753
Clay,0,1714640753
Eggs,0,1714640753
Firewood,1578,1714640753
Hides,0,1714640753
Iron Ore,158,1714640753
Leather,79,1714640753
Meat,0,1714640753
Planks,256,1714640753
Regional Wealth,1019,1714640753
Roof Tiles,50,1714640753
Stone,757,1714640753
Timber,33,1714640753
Vegetables,113,1714640753
Ale,0,1714640758
Approval,79,1714640758
Berries,43,1714640758
Clay,0,1714640758
Eggs,0,1714640758
Firewood,1578,1714640758
Hides,0,1714640758
Iron Ore,158,1714640758
Leather,79,1714640758
Meat,0,1714640758
Planks,256,1714640758
Regional Wealth,1019,1714640758
Roof Tiles,50,1714640758
Stone,757,1714640758
Timber,33,1714640758
Vegetables,113,1714640758
Ale,0,1714640763
Approval,79,1714640763
Berries,43,1714640763
Clay,0,1714640763
Eggs,0,1714640763
Firewood,1578,1714640763
Hides,0,1714640763
Iron Ore,158,1714640763
Leather,79,1714640763
Meat,0,1714640763
Planks,256,1714640763
Regional Wealth,1019,1714640763
Roof Tiles,50,1714640763
Stone,757,1714640763
Timber,33,1714640763
Vegetables,113,1714640763
Ale,0,1714640768
Approval,79,1714640768
Berries,43,1714640768
Clay,0,1714640768
Eggs,0,1714640768
Firewood,1579,1714640768
Hides,0,1714640768
Iron Ore,158,1714640768
Leather,79,1714640768
Meat,0,1714640768
Planks,256,1714640768
Regional Wealth,1019,1714640768
Roof Tiles,50,1714640768
Stone,757,1714640768
Timber,33,1714640768
Vegetables,113,1714640768
Ale,0,1714640773
Approval,79,1714640773
Berries,43,1714640773
Clay,0,1714640773
Eggs,0,1714640773
Firewood,1580,1714640773
Hides,0,1714640773
Iron Ore,158,1714640773
Leather,79,1714640773
Meat,0,1714640773
Planks,256,1714640773
Regional Wealth,1019,1714640773
Roof Tiles,50,1714640773
Stone,757,1714640773
Timber,33,1714640773
Vegetables,113,1714640773
Ale,0,1714640778
Approval,79,1714640778
Berries,43,1714640778
Clay,0,1714640778
Eggs,0,1714640778
Firewood,1580,1714640778
Hides,0,1714640778
Iron Ore,158,1714640778
Leather,79,1714640778
Meat,0,1714640778
Planks,256,1714640778
Regional Wealth,1019,1714640778
Roof Tiles,50,1714640778
Stone,757,1714640778
Timber,33,1714640778
Vegetables,113,1714640778
Ale,0,1714640783
Approval,79,1714640783
Berries,43,1714640783
Clay,0,1714640783
Eggs,0,1714640783
Firewood,1581,1714640783
Hides,0,1714640783
Iron Ore,158,1714640783
Leather,79,1714640783
Meat,0,1714640783
Planks,256,1714640783
Regional Wealth,1019,1714640783
Roof Tiles,50,1714640783
Stone,757,1714640783
Timber,33,1714640783
Vegetables,113,1714640783
Ale,0,1714640788
Approval,79,1714640788
Berries,43,1714640788
Clay,0,1714640788
Eggs,0,1714640788
Firewood,1581,1714640788
Hides,0,1714640788
Iron Ore,158,1714640788
Leather,79,1714640788
Meat,0,1714640788
Planks,256,1714640788
Regional Wealth,1019,1714640788
Roof Tiles,50,1714640788
Stone,757,1714640788
Timber,33,1714640788
Vegetables,113,1714640788
Ale,0,1714640793
Approval,79,1714640793
Berries,43,1714640793
Clay,0,1714640793
Eggs,0,1714640793
Firewood,1581,1714640793
Hides,0,1714640793
Iron Ore,158,1714640793
Leather,79,1714640793
Meat,0,1714640793
Planks,256,1714640793
Regional Wealth,1019,1714640793
Roof Tiles,50,1714640793
Stone,757,1714640793
Timber,33,1714640793
Vegetables,113,1714640793
Ale,0,1714640798
Approval,79,1714640798
Berries,43,1714640798
Clay,0,1714640798
Eggs,0,1714640798
Firewood,1581,1714640798
Hides,0,1714640798
Iron Ore,158,1714640798
Leather,79,1714640798
Meat,0,1714640798
Planks,256,1714640798
Regional Wealth,1019,1714640798
Roof Tiles,50,1714640798
Stone,757,1714640798
Timber,33,1714640798
Vegetables,113,1714640798
Ale,0,1714640803
Approval,79,1714640803
Berries,43,1714640803
Clay,0,1714640803
Eggs,0,1714640803
Firewood,1581,1714640803
Hides,0,1714640803
Iron Ore,158,1714640803
Leather,79,1714640803
Meat,0,1714640803
Planks,256,1714640803
Regional Wealth,1019,1714640803
Roof Tiles,50,1714640803
Stone,757,1714640803
Timber,33,1714640803
Vegetables,113,1714640803
Ale,0,1714640808
Approval,79,1714640808
Berries,43,1714640808
Clay,0,1714640808
Eggs,0,1714640808
Firewood,1581,1714640808
Hides,0,1714640808
Iron Ore,158,1714640808
Leather,79,1714640808
Meat,0,1714640808
Planks,256,1714640808
Regional Wealth,1019,1714640808
Roof Tiles,50,1714640808
Stone,757,1714640808
Timber,33,1714640808
Vegetables,113,1714640808
Ale,0,1714640813
Approval,79,1714640813
Berries,43,1714640813
Clay,0,1714640813
Eggs,0,1714640813
Firewood,1581,1714640813
Hides,0,1714640813
Iron Ore,158,1714640813
Leather,79,1714640813
Meat,0,1714640813
Planks,256,1714640813
Regional Wealth,1019,1714640813
Roof Tiles,50,1714640813
Stone,757,1714640813
Timber,33,1714640813
Vegetables,113,1714640813
Ale,0,1714640818
Approval,79,1714640818
Berries,43,1714640818
Clay,0,1714640818
Eggs,0,1714640818
Firewood,1581,1714640818
Hides,0,1714640818
Iron Ore,158,1714640818
Leather,79,1714640818
Meat,0,1714640818
Planks,256,1714640818
Regional Wealth,1019,1714640818
Roof Tiles,50,1714640818
Stone,757,1714640818
Timber,33,1714640818
Vegetables,113,1714640818
Ale,0,1714640823
Approval,79,1714640823
Berries,43,1714640823
Clay,0,1714640823
Eggs,0,1714640823
Firewood,1582,1714640823
Hides,0,1714640823
Iron Ore,158,1714640823
Leather,79,1714640823
Meat,0,1714640823
Planks,256,1714640823
Regional Wealth,1019,1714640823
Roof Tiles,50,1714640823
Stone,757,1714640823
Timber,33,1714640823
Vegetables,113,1714640823
Ale,0,1714640839
Approval,79,1714640839
Berries,43,1714640839
Clay,0,1714640839
Eggs,0,1714640839
Firewood,1584,1714640839
Hides,0,1714640839
Iron Ore,158,1714640839
Leather,79,1714640839
Meat,0,1714640839
Planks,256,1714640839
Regional Wealth,1019,1714640839
Roof Tiles,50,1714640839
Stone,757,1714640839
Timber,33,1714640839
Vegetables,113,1714640839
Ale,0,1714640844
Approval,79,1714640844
Berries,43,1714640844
Clay,0,1714640844
Eggs,0,1714640844
Firewood,1584,1714640844
Hides,0,1714640844
Iron Ore,158,1714640844
Leather,79,1714640844
Meat,0,1714640844
Planks,256,1714640844
Regional Wealth,1019,1714640844
Roof Tiles,50,1714640844
Stone,757,1714640844
Timber,33,1714640844
Vegetables,113,1714640844
Ale,0,1714640849
Approval,79,1714640849
Berries,43,1714640849
Clay,0,1714640849
Eggs,0,1714640849
Firewood,1584,1714640849
Hides,0,1714640849
Iron Ore,158,1714640849
Leather,79,1714640849
Meat,0,1714640849
Planks,256,1714640849
Regional Wealth,1019,1714640849
Roof Tiles,50,1714640849
Stone,757,1714640849
Timber,33,1714640849
Vegetables,113,1714640849
Ale,0,1714642742
Approval,79,1714642742
Berries,43,1714642742
Clay,0,1714642742
Eggs,0,1714642742
Firewood,1655,1714642742
Hides,0,1714642742
Iron Ore,158,1714642742
Leather,79,1714642742
Meat,0,1714642742
Planks,256,1714642742
Regional Wealth,1019,1714642742
Roof Tiles,50,1714642742
Stone,757,1714642742
Timber,33,1714642742
Vegetables,113,1714642742
Ale,0,1714642747
Approval,79,1714642747
Berries,43,1714642747
Clay,0,1714642747
Eggs,0,1714642747
Firewood,1655,1714642747
Hides,0,1714642747
Iron Ore,158,1714642747
Leather,79,1714642747
Meat,0,1714642747
Planks,256,1714642747
Regional Wealth,1019,1714642747
Roof Tiles,50,1714642747
Stone,757,1714642747
Timber,33,1714642747
Vegetables,113,1714642747
Ale,0,1714642752
Approval,79,1714642752
Berries,43,1714642752
Clay,0,1714642752
Eggs,0,1714642752
Firewood,1655,1714642752
Hides,0,1714642752
Iron Ore,158,1714642752
Leather,79,1714642752
Meat,0,1714642752
Planks,256,1714642752
Regional Wealth,1019,1714642752
Roof Tiles,50,1714642752
Stone,757,1714642752
Timber,33,1714642752
Vegetables,113,1714642752
Ale,0,1714642757
Approval,79,1714642757
Berries,43,1714642757
Clay,0,1714642757
Eggs,0,1714642757
Firewood,1655,1714642757
Hides,0,1714642757
